y, u_n, u_t
0.000000000000000000e+00,nan,nan
1.005025125628140805e-03,nan,nan
2.010050251256281610e-03,nan,nan
3.015075376884422415e-03,nan,nan
4.020100502512563220e-03,nan,nan
5.025125628140704459e-03,nan,nan
6.030150753768844830e-03,nan,nan
7.035175879396985202e-03,nan,nan
8.040201005025126441e-03,nan,nan
9.045226130653267679e-03,nan,nan
1.005025125628140892e-02,nan,nan
1.105527638190954842e-02,nan,nan
1.206030150753768966e-02,nan,nan
1.306532663316583090e-02,nan,nan
1.407035175879397040e-02,nan,nan
1.507537688442211164e-02,nan,nan
1.608040201005025288e-02,nan,nan
1.708542713567839239e-02,nan,nan
1.809045226130653536e-02,nan,nan
1.909547738693467486e-02,nan,nan
2.010050251256281784e-02,nan,nan
2.110552763819095734e-02,nan,nan
2.211055276381909684e-02,nan,nan
2.311557788944723982e-02,nan,nan
2.412060301507537932e-02,nan,nan
2.512562814070351883e-02,nan,nan
2.613065326633166180e-02,nan,nan
2.713567839195980130e-02,nan,nan
2.814070351758794081e-02,nan,nan
2.914572864321608378e-02,nan,nan
3.015075376884422328e-02,nan,nan
3.115577889447236626e-02,nan,nan
3.216080402010050576e-02,nan,nan
3.316582914572864527e-02,nan,nan
3.417085427135678477e-02,nan,nan
3.517587939698493121e-02,nan,nan
3.618090452261307072e-02,nan,nan
3.718592964824121022e-02,nan,nan
3.819095477386934973e-02,nan,nan
3.919597989949748923e-02,nan,nan
4.020100502512563567e-02,nan,nan
4.120603015075377518e-02,nan,nan
4.221105527638191468e-02,nan,nan
4.321608040201005418e-02,nan,nan
4.422110552763819369e-02,nan,nan
4.522613065326633319e-02,nan,nan
4.623115577889447964e-02,nan,nan
4.723618090452261914e-02,nan,nan
4.824120603015075864e-02,nan,nan
4.924623115577889815e-02,nan,nan
5.025125628140703765e-02,nan,nan
5.125628140703518409e-02,nan,nan
5.226130653266332360e-02,nan,nan
5.326633165829146310e-02,nan,nan
5.427135678391960261e-02,nan,nan
5.527638190954774211e-02,nan,nan
5.628140703517588161e-02,nan,nan
5.728643216080402806e-02,nan,nan
5.829145728643216756e-02,nan,nan
5.929648241206030707e-02,nan,nan
6.030150753768844657e-02,nan,nan
6.130653266331658607e-02,nan,nan
6.231155778894473252e-02,nan,nan
6.331658291457287202e-02,nan,nan
6.432160804020101152e-02,nan,nan
6.532663316582915103e-02,nan,nan
6.633165829145729053e-02,nan,nan
6.733668341708543004e-02,nan,nan
6.834170854271356954e-02,nan,nan
6.934673366834170904e-02,nan,nan
7.035175879396986243e-02,nan,nan
7.135678391959800193e-02,nan,nan
7.236180904522614143e-02,nan,nan
7.336683417085428094e-02,nan,nan
7.437185929648242044e-02,nan,nan
7.537688442211055995e-02,nan,nan
7.638190954773869945e-02,nan,nan
7.738693467336683895e-02,nan,nan
7.839195979899497846e-02,nan,nan
7.939698492462311796e-02,nan,nan
8.040201005025127134e-02,nan,nan
8.140703517587941085e-02,nan,nan
8.241206030150755035e-02,nan,nan
8.341708542713568986e-02,nan,nan
8.442211055276382936e-02,nan,nan
8.542713567839196886e-02,nan,nan
8.643216080402010837e-02,nan,nan
8.743718592964824787e-02,nan,nan
8.844221105527638738e-02,nan,nan
8.944723618090452688e-02,nan,nan
9.045226130653266639e-02,nan,nan
9.145728643216081977e-02,nan,nan
9.246231155778895927e-02,nan,nan
9.346733668341709877e-02,nan,nan
9.447236180904523828e-02,nan,nan
9.547738693467337778e-02,nan,nan
9.648241206030151729e-02,nan,nan
9.748743718592965679e-02,nan,nan
9.849246231155779630e-02,nan,nan
9.949748743718593580e-02,nan,nan
1.005025125628140753e-01,nan,nan
1.015075376884422148e-01,nan,nan
1.025125628140703682e-01,nan,nan
1.035175879396985077e-01,nan,nan
1.045226130653266472e-01,nan,nan
1.055276381909547867e-01,nan,nan
1.065326633165829262e-01,nan,nan
1.075376884422110657e-01,nan,nan
1.085427135678392052e-01,nan,nan
1.095477386934673447e-01,nan,nan
1.105527638190954842e-01,nan,nan
1.115577889447236237e-01,nan,nan
1.125628140703517632e-01,nan,nan
1.135678391959799166e-01,nan,nan
1.145728643216080561e-01,nan,nan
1.155778894472361956e-01,nan,nan
1.165829145728643351e-01,nan,nan
1.175879396984924746e-01,nan,nan
1.185929648241206141e-01,nan,nan
1.195979899497487536e-01,nan,nan
1.206030150753768931e-01,nan,nan
1.216080402010050326e-01,nan,nan
1.226130653266331721e-01,nan,nan
1.236180904522613255e-01,nan,nan
1.246231155778894650e-01,nan,nan
1.256281407035176045e-01,nan,nan
1.266331658291457440e-01,nan,nan
1.276381909547738835e-01,nan,nan
1.286432160804020230e-01,nan,nan
1.296482412060301626e-01,nan,nan
1.306532663316583021e-01,nan,nan
1.316582914572864416e-01,nan,nan
1.326633165829145811e-01,nan,nan
1.336683417085427206e-01,nan,nan
1.346733668341708601e-01,nan,nan
1.356783919597989996e-01,nan,nan
1.366834170854271391e-01,nan,nan
1.376884422110552786e-01,nan,nan
1.386934673366834181e-01,nan,nan
1.396984924623115853e-01,nan,nan
1.407035175879397249e-01,nan,nan
1.417085427135678644e-01,nan,nan
1.427135678391960039e-01,nan,nan
1.437185929648241434e-01,nan,nan
1.447236180904522829e-01,nan,nan
1.457286432160804224e-01,nan,nan
1.467336683417085619e-01,nan,nan
1.477386934673367014e-01,nan,nan
1.487437185929648409e-01,nan,nan
1.497487437185929804e-01,nan,nan
1.507537688442211199e-01,nan,nan
1.517587939698492594e-01,nan,nan
1.527638190954773989e-01,nan,nan
1.537688442211055384e-01,nan,nan
1.547738693467336779e-01,nan,nan
1.557788944723618174e-01,nan,nan
1.567839195979899569e-01,nan,nan
1.577889447236180964e-01,nan,nan
1.587939698492462359e-01,nan,nan
1.597989949748743754e-01,nan,nan
1.608040201005025427e-01,nan,nan
1.618090452261306822e-01,nan,nan
1.628140703517588217e-01,nan,nan
1.638190954773869612e-01,nan,nan
1.648241206030151007e-01,nan,nan
1.658291457286432402e-01,nan,nan
1.668341708542713797e-01,nan,nan
1.678391959798995192e-01,nan,nan
1.688442211055276587e-01,nan,nan
1.698492462311557982e-01,nan,nan
1.708542713567839377e-01,nan,nan
1.718592964824120772e-01,nan,nan
1.728643216080402167e-01,nan,nan
1.738693467336683562e-01,nan,nan
1.748743718592964957e-01,nan,nan
1.758793969849246352e-01,nan,nan
1.768844221105527748e-01,nan,nan
1.778894472361809143e-01,nan,nan
1.788944723618090538e-01,nan,nan
1.798994974874371933e-01,nan,nan
1.809045226130653328e-01,nan,nan
1.819095477386934723e-01,nan,nan
1.829145728643216395e-01,nan,nan
1.839195979899497790e-01,nan,nan
1.849246231155779185e-01,nan,nan
1.859296482412060580e-01,nan,nan
1.869346733668341975e-01,nan,nan
1.879396984924623371e-01,nan,nan
1.889447236180904766e-01,nan,nan
1.899497487437186161e-01,nan,nan
1.909547738693467556e-01,nan,nan
1.919597989949748951e-01,nan,nan
1.929648241206030346e-01,nan,nan
1.939698492462311741e-01,nan,nan
1.949748743718593136e-01,nan,nan
1.959798994974874531e-01,nan,nan
1.969849246231155926e-01,nan,nan
1.979899497487437321e-01,nan,nan
1.989949748743718716e-01,nan,nan
2.000000000000000111e-01,nan,nan
